TAZ,District,County,SeattleOrNot
3025,1,Pierce,Not Seattle
3026,1,Pierce,Not Seattle
3027,1,Pierce,Not Seattle
3028,1,Pierce,Not Seattle
3029,1,Pierce,Not Seattle
3030,1,Pierce,Not Seattle
3031,1,Pierce,Not Seattle
3032,1,Pierce,Not Seattle
3033,1,Pierce,Not Seattle
3034,1,Pierce,Not Seattle
3035,1,Pierce,Not Seattle
3036,1,Pierce,Not Seattle
3037,1,Pierce,Not Seattle
3038,1,Pierce,Not Seattle
3039,1,Pierce,Not Seattle
3040,1,Pierce,Not Seattle
3041,1,Pierce,Not Seattle
3042,1,Pierce,Not Seattle
3043,1,Pierce,Not Seattle
3044,1,Pierce,Not Seattle
3045,1,Pierce,Not Seattle
3046,1,Pierce,Not Seattle
3047,1,Pierce,Not Seattle
3048,1,Pierce,Not Seattle
3049,1,Pierce,Not Seattle
3050,1,Pierce,Not Seattle
3051,1,Pierce,Not Seattle
3052,1,Pierce,Not Seattle
3053,1,Pierce,Not Seattle
3054,1,Pierce,Not Seattle
3055,1,Pierce,Not Seattle
3056,1,Pierce,Not Seattle
3057,1,Pierce,Not Seattle
3058,1,Pierce,Not Seattle
3059,1,Pierce,Not Seattle
3060,1,Pierce,Not Seattle
3061,1,Pierce,Not Seattle
3062,1,Pierce,Not Seattle
3063,1,Pierce,Not Seattle
3064,1,Pierce,Not Seattle
3065,1,Pierce,Not Seattle
3066,1,Pierce,Not Seattle
3067,1,Pierce,Not Seattle
3068,1,Pierce,Not Seattle
3069,1,Pierce,Not Seattle
3070,1,Pierce,Not Seattle
3071,1,Pierce,Not Seattle
3072,1,Pierce,Not Seattle
3073,1,Pierce,Not Seattle
3074,1,Pierce,Not Seattle
3075,1,Pierce,Not Seattle
3076,1,Pierce,Not Seattle
3077,1,Pierce,Not Seattle
3078,3,Pierce,Not Seattle
3079,3,Pierce,Not Seattle
3080,3,Pierce,Not Seattle
3081,3,Pierce,Not Seattle
3082,3,Pierce,Not Seattle
3083,3,Pierce,Not Seattle
3084,3,Pierce,Not Seattle
3085,3,Pierce,Not Seattle
3086,3,Pierce,Not Seattle
3087,3,Pierce,Not Seattle
3088,3,Pierce,Not Seattle
3089,3,Pierce,Not Seattle
3090,3,Pierce,Not Seattle
3091,3,Pierce,Not Seattle
3092,3,Pierce,Not Seattle
3093,3,Pierce,Not Seattle
3094,2,Pierce,Not Seattle
3095,3,Pierce,Not Seattle
3096,3,Pierce,Not Seattle
3097,3,Pierce,Not Seattle
3098,3,Pierce,Not Seattle
3099,3,Pierce,Not Seattle
3100,3,Pierce,Not Seattle
3101,3,Pierce,Not Seattle
3102,3,Pierce,Not Seattle
3103,3,Pierce,Not Seattle
3104,3,Pierce,Not Seattle
3105,3,Pierce,Not Seattle
3106,3,Pierce,Not Seattle
3107,3,Pierce,Not Seattle
3108,3,Pierce,Not Seattle
3109,3,Pierce,Not Seattle
3110,3,Pierce,Not Seattle
3111,3,Pierce,Not Seattle
3112,3,Pierce,Not Seattle
3113,3,Pierce,Not Seattle
3114,3,Pierce,Not Seattle
3115,3,Pierce,Not Seattle
3116,3,Pierce,Not Seattle
3117,3,Pierce,Not Seattle
3118,3,Pierce,Not Seattle
3119,3,Pierce,Not Seattle
3120,2,Pierce,Not Seattle
3121,2,Pierce,Not Seattle
3122,2,Pierce,Not Seattle
3123,2,Pierce,Not Seattle
3124,2,Pierce,Not Seattle
3125,2,Pierce,Not Seattle
3126,3,Pierce,Not Seattle
3127,2,Pierce,Not Seattle
3128,2,Pierce,Not Seattle
3129,2,Pierce,Not Seattle
3130,2,Pierce,Not Seattle
3131,2,Pierce,Not Seattle
3132,2,Pierce,Not Seattle
3133,2,Pierce,Not Seattle
3134,2,Pierce,Not Seattle
3135,2,Pierce,Not Seattle
3136,2,Pierce,Not Seattle
3137,2,Pierce,Not Seattle
3138,2,Pierce,Not Seattle
3139,2,Pierce,Not Seattle
3140,2,Pierce,Not Seattle
3141,2,Pierce,Not Seattle
3142,2,Pierce,Not Seattle
3143,2,Pierce,Not Seattle
3144,2,Pierce,Not Seattle
3145,2,Pierce,Not Seattle
3146,2,Pierce,Not Seattle
3147,2,Pierce,Not Seattle
3148,2,Pierce,Not Seattle
3149,2,Pierce,Not Seattle
3150,2,Pierce,Not Seattle
3151,2,Pierce,Not Seattle
3152,2,Pierce,Not Seattle
3153,2,Pierce,Not Seattle
3154,2,Pierce,Not Seattle
3155,2,Pierce,Not Seattle
3156,2,Pierce,Not Seattle
3157,2,Pierce,Not Seattle
3158,2,Pierce,Not Seattle
3159,2,Pierce,Not Seattle
3160,2,Pierce,Not Seattle
3161,2,Pierce,Not Seattle
3162,2,Pierce,Not Seattle
3163,2,Pierce,Not Seattle
3164,2,Pierce,Not Seattle
3165,2,Pierce,Not Seattle
3166,2,Pierce,Not Seattle
3167,2,Pierce,Not Seattle
3168,2,Pierce,Not Seattle
3169,2,Pierce,Not Seattle
3170,2,Pierce,Not Seattle
3171,2,Pierce,Not Seattle
3172,2,Pierce,Not Seattle
3173,2,Pierce,Not Seattle
3174,2,Pierce,Not Seattle
3175,2,Pierce,Not Seattle
3176,2,Pierce,Not Seattle
3177,2,Pierce,Not Seattle
3178,2,Pierce,Not Seattle
3179,2,Pierce,Not Seattle
3180,2,Pierce,Not Seattle
3181,2,Pierce,Not Seattle
3182,2,Pierce,Not Seattle
3183,2,Pierce,Not Seattle
3184,3,Pierce,Not Seattle
3185,3,Pierce,Not Seattle
3186,3,Pierce,Not Seattle
3187,3,Pierce,Not Seattle
3188,3,Pierce,Not Seattle
3189,3,Pierce,Not Seattle
3190,3,Pierce,Not Seattle
3191,3,Pierce,Not Seattle
3192,3,Pierce,Not Seattle
3193,3,Pierce,Not Seattle
3194,3,Pierce,Not Seattle
3195,3,Pierce,Not Seattle
3196,3,Pierce,Not Seattle
3197,3,Pierce,Not Seattle
3198,3,Pierce,Not Seattle
3199,3,Pierce,Not Seattle
3200,3,Pierce,Not Seattle
3201,3,Pierce,Not Seattle
3202,3,Pierce,Not Seattle
3203,3,Pierce,Not Seattle
3204,3,Pierce,Not Seattle
3205,3,Pierce,Not Seattle
3206,3,Pierce,Not Seattle
3207,3,Pierce,Not Seattle
3208,3,Pierce,Not Seattle
3209,3,Pierce,Not Seattle
3210,2,Pierce,Not Seattle
3211,2,Pierce,Not Seattle
3212,2,Pierce,Not Seattle
3213,2,Pierce,Not Seattle
3214,2,Pierce,Not Seattle
3215,2,Pierce,Not Seattle
3216,2,Pierce,Not Seattle
3217,2,Pierce,Not Seattle
3218,2,Pierce,Not Seattle
3219,2,Pierce,Not Seattle
3220,2,Pierce,Not Seattle
3221,2,Pierce,Not Seattle
3222,2,Pierce,Not Seattle
3223,2,Pierce,Not Seattle
3224,2,Pierce,Not Seattle
3225,2,Pierce,Not Seattle
3226,2,Pierce,Not Seattle
3227,2,Pierce,Not Seattle
3228,2,Pierce,Not Seattle
3229,2,Pierce,Not Seattle
3230,2,Pierce,Not Seattle
3231,2,Pierce,Not Seattle
3232,2,Pierce,Not Seattle
3233,2,Pierce,Not Seattle
3234,2,Pierce,Not Seattle
3235,2,Pierce,Not Seattle
3236,2,Pierce,Not Seattle
3237,2,Pierce,Not Seattle
3238,2,Pierce,Not Seattle
3239,2,Pierce,Not Seattle
3240,2,Pierce,Not Seattle
3241,2,Pierce,Not Seattle
3242,2,Pierce,Not Seattle
3243,2,Pierce,Not Seattle
3244,2,Pierce,Not Seattle
3245,2,Pierce,Not Seattle
3246,2,Pierce,Not Seattle
3247,2,Pierce,Not Seattle
3248,2,Pierce,Not Seattle
3249,2,Pierce,Not Seattle
3250,3,Pierce,Not Seattle
3251,3,Pierce,Not Seattle
3252,3,Pierce,Not Seattle
3253,3,Pierce,Not Seattle
3254,3,Pierce,Not Seattle
3255,3,Pierce,Not Seattle
3256,3,Pierce,Not Seattle
3257,3,Pierce,Not Seattle
3258,3,Pierce,Not Seattle
3259,3,Pierce,Not Seattle
3260,3,Pierce,Not Seattle
3261,3,Pierce,Not Seattle
3262,2,Pierce,Not Seattle
3263,3,Pierce,Not Seattle
3264,3,Pierce,Not Seattle
3265,3,Pierce,Not Seattle
3266,3,Pierce,Not Seattle
3267,3,Pierce,Not Seattle
3268,3,Pierce,Not Seattle
3269,3,Pierce,Not Seattle
3270,2,Pierce,Not Seattle
3271,2,Pierce,Not Seattle
3272,2,Pierce,Not Seattle
3273,2,Pierce,Not Seattle
3274,2,Pierce,Not Seattle
3275,2,Pierce,Not Seattle
3276,2,Pierce,Not Seattle
3277,2,Pierce,Not Seattle
3278,2,Pierce,Not Seattle
3279,2,Pierce,Not Seattle
3280,2,Pierce,Not Seattle
3281,2,Pierce,Not Seattle
3282,2,Pierce,Not Seattle
3283,2,Pierce,Not Seattle
3284,2,Pierce,Not Seattle
3285,2,Pierce,Not Seattle
3286,2,Pierce,Not Seattle
3287,2,Pierce,Not Seattle
3288,2,Pierce,Not Seattle
3289,2,Pierce,Not Seattle
3290,2,Pierce,Not Seattle
3291,2,Pierce,Not Seattle
3292,2,Pierce,Not Seattle
3293,2,Pierce,Not Seattle
3294,2,Pierce,Not Seattle
3295,2,Pierce,Not Seattle
3296,2,Pierce,Not Seattle
3297,2,Pierce,Not Seattle
3298,2,Pierce,Not Seattle
3299,2,Pierce,Not Seattle
3300,2,Pierce,Not Seattle
3301,2,Pierce,Not Seattle
3302,2,Pierce,Not Seattle
3303,2,Pierce,Not Seattle
3304,2,Pierce,Not Seattle
3305,2,Pierce,Not Seattle
3306,2,Pierce,Not Seattle
3307,2,Pierce,Not Seattle
3308,2,Pierce,Not Seattle
3309,2,Pierce,Not Seattle
3310,2,Pierce,Not Seattle
3311,2,Pierce,Not Seattle
3312,2,Pierce,Not Seattle
3313,2,Pierce,Not Seattle
3314,2,Pierce,Not Seattle
3315,2,Pierce,Not Seattle
3316,2,Pierce,Not Seattle
3317,2,Pierce,Not Seattle
3318,2,Pierce,Not Seattle
3319,2,Pierce,Not Seattle
3320,2,Pierce,Not Seattle
3321,2,Pierce,Not Seattle
3322,2,Pierce,Not Seattle
3323,2,Pierce,Not Seattle
3324,2,Pierce,Not Seattle
3325,2,Pierce,Not Seattle
3326,2,Pierce,Not Seattle
3327,2,Pierce,Not Seattle
3328,2,Pierce,Not Seattle
3329,2,Pierce,Not Seattle
3330,2,Pierce,Not Seattle
3331,2,Pierce,Not Seattle
3332,2,Pierce,Not Seattle
3333,2,Pierce,Not Seattle
3334,2,Pierce,Not Seattle
3335,2,Pierce,Not Seattle
3336,2,Pierce,Not Seattle
3337,2,Pierce,Not Seattle
3338,2,Pierce,Not Seattle
3339,2,Pierce,Not Seattle
3340,2,Pierce,Not Seattle
3341,2,Pierce,Not Seattle
3342,2,Pierce,Not Seattle
3343,2,Pierce,Not Seattle
3344,1,Pierce,Not Seattle
3345,1,Pierce,Not Seattle
3346,1,Pierce,Not Seattle
3347,1,Pierce,Not Seattle
3348,1,Pierce,Not Seattle
3349,1,Pierce,Not Seattle
3350,1,Pierce,Not Seattle
3351,1,Pierce,Not Seattle
3352,1,Pierce,Not Seattle
3353,1,Pierce,Not Seattle
3354,1,Pierce,Not Seattle
3355,1,Pierce,Not Seattle
3356,1,Pierce,Not Seattle
3357,1,Pierce,Not Seattle
3358,2,Pierce,Not Seattle
3359,2,Pierce,Not Seattle
3360,2,Pierce,Not Seattle
3361,2,Pierce,Not Seattle
3362,2,Pierce,Not Seattle
3363,2,Pierce,Not Seattle
3364,2,Pierce,Not Seattle
3365,2,Pierce,Not Seattle
3366,2,Pierce,Not Seattle
3367,2,Pierce,Not Seattle
3368,2,Pierce,Not Seattle
3369,2,Pierce,Not Seattle
3370,2,Pierce,Not Seattle
3371,2,Pierce,Not Seattle
3372,2,Pierce,Not Seattle
3373,2,Pierce,Not Seattle
3374,2,Pierce,Not Seattle
3375,2,Pierce,Not Seattle
3376,2,Pierce,Not Seattle
3377,2,Pierce,Not Seattle
3378,2,Pierce,Not Seattle
3379,2,Pierce,Not Seattle
3380,2,Pierce,Not Seattle
3381,2,Pierce,Not Seattle
3382,2,Pierce,Not Seattle
3383,2,Pierce,Not Seattle
3384,2,Pierce,Not Seattle
3385,2,Pierce,Not Seattle
3386,2,Pierce,Not Seattle
3387,2,Pierce,Not Seattle
3388,2,Pierce,Not Seattle
3389,2,Pierce,Not Seattle
3390,2,Pierce,Not Seattle
3391,2,Pierce,Not Seattle
3392,2,Pierce,Not Seattle
3393,2,Pierce,Not Seattle
3394,2,Pierce,Not Seattle
3395,2,Pierce,Not Seattle
3396,2,Pierce,Not Seattle
3397,2,Pierce,Not Seattle
3398,2,Pierce,Not Seattle
3399,2,Pierce,Not Seattle
3400,2,Pierce,Not Seattle
3401,2,Pierce,Not Seattle
3402,2,Pierce,Not Seattle
3403,2,Pierce,Not Seattle
3404,2,Pierce,Not Seattle
3405,2,Pierce,Not Seattle
3406,2,Pierce,Not Seattle
3407,2,Pierce,Not Seattle
3408,2,Pierce,Not Seattle
3409,2,Pierce,Not Seattle
3410,2,Pierce,Not Seattle
3411,2,Pierce,Not Seattle
3412,2,Pierce,Not Seattle
3413,2,Pierce,Not Seattle
3414,2,Pierce,Not Seattle
3415,2,Pierce,Not Seattle
3416,2,Pierce,Not Seattle
3417,2,Pierce,Not Seattle
3418,2,Pierce,Not Seattle
3419,2,Pierce,Not Seattle
3420,2,Pierce,Not Seattle
3421,2,Pierce,Not Seattle
3422,2,Pierce,Not Seattle
3423,2,Pierce,Not Seattle
3424,2,Pierce,Not Seattle
3425,2,Pierce,Not Seattle
3426,2,Pierce,Not Seattle
3427,2,Pierce,Not Seattle
3428,2,Pierce,Not Seattle
3429,2,Pierce,Not Seattle
3430,2,Pierce,Not Seattle
3431,2,Pierce,Not Seattle
3432,2,Pierce,Not Seattle
3433,2,Pierce,Not Seattle
3434,2,Pierce,Not Seattle
3435,2,Pierce,Not Seattle
3436,2,Pierce,Not Seattle
3437,2,Pierce,Not Seattle
3438,2,Pierce,Not Seattle
3439,2,Pierce,Not Seattle
3440,2,Pierce,Not Seattle
3441,2,Pierce,Not Seattle
3442,2,Pierce,Not Seattle
3443,2,Pierce,Not Seattle
3444,2,Pierce,Not Seattle
3445,2,Pierce,Not Seattle
3446,2,Pierce,Not Seattle
3447,2,Pierce,Not Seattle
3448,2,Pierce,Not Seattle
3449,2,Pierce,Not Seattle
3450,2,Pierce,Not Seattle
3451,2,Pierce,Not Seattle
3452,2,Pierce,Not Seattle
3453,2,Pierce,Not Seattle
3454,2,Pierce,Not Seattle
3455,2,Pierce,Not Seattle
3456,2,Pierce,Not Seattle
3457,2,Pierce,Not Seattle
3458,2,Pierce,Not Seattle
3459,2,Pierce,Not Seattle
3460,2,Pierce,Not Seattle
3461,2,Pierce,Not Seattle
3462,2,Pierce,Not Seattle
3463,2,Pierce,Not Seattle
3464,2,Pierce,Not Seattle
3465,2,Pierce,Not Seattle
3466,2,Pierce,Not Seattle
3467,19,Kitsap,Not Seattle
3468,19,Kitsap,Not Seattle
3469,19,Kitsap,Not Seattle
3470,19,Kitsap,Not Seattle
3471,19,Kitsap,Not Seattle
3472,19,Kitsap,Not Seattle
3473,19,Kitsap,Not Seattle
3474,19,Kitsap,Not Seattle
3475,19,Kitsap,Not Seattle
3476,19,Kitsap,Not Seattle
3477,19,Kitsap,Not Seattle
3478,19,Kitsap,Not Seattle
3479,19,Kitsap,Not Seattle
3480,19,Kitsap,Not Seattle
3481,19,Kitsap,Not Seattle
3482,19,Kitsap,Not Seattle
3483,19,Kitsap,Not Seattle
3484,19,Kitsap,Not Seattle
3485,19,Kitsap,Not Seattle
3486,19,Kitsap,Not Seattle
3487,19,Kitsap,Not Seattle
3488,19,Kitsap,Not Seattle
3489,19,Kitsap,Not Seattle
3490,19,Kitsap,Not Seattle
3491,19,Kitsap,Not Seattle
3492,19,Kitsap,Not Seattle
3493,19,Kitsap,Not Seattle
3494,19,Kitsap,Not Seattle
3495,19,Kitsap,Not Seattle
3496,19,Kitsap,Not Seattle
3497,19,Kitsap,Not Seattle
3498,19,Kitsap,Not Seattle
3499,19,Kitsap,Not Seattle
3500,19,Kitsap,Not Seattle
3501,19,Kitsap,Not Seattle
3502,19,Kitsap,Not Seattle
3503,19,Kitsap,Not Seattle
3504,19,Kitsap,Not Seattle
3505,19,Kitsap,Not Seattle
3506,19,Kitsap,Not Seattle
3507,19,Kitsap,Not Seattle
3508,19,Kitsap,Not Seattle
3509,19,Kitsap,Not Seattle
3510,19,Kitsap,Not Seattle
3511,19,Kitsap,Not Seattle
3512,19,Kitsap,Not Seattle
3513,19,Kitsap,Not Seattle
3514,19,Kitsap,Not Seattle
3515,19,Kitsap,Not Seattle
3516,19,Kitsap,Not Seattle
3517,19,Kitsap,Not Seattle
3518,19,Kitsap,Not Seattle
3519,19,Kitsap,Not Seattle
3520,19,Kitsap,Not Seattle
3521,19,Kitsap,Not Seattle
3522,19,Kitsap,Not Seattle
3523,19,Kitsap,Not Seattle
3524,19,Kitsap,Not Seattle
3525,19,Kitsap,Not Seattle
3526,19,Kitsap,Not Seattle
3527,19,Kitsap,Not Seattle
3528,19,Kitsap,Not Seattle
3529,19,Kitsap,Not Seattle
3530,19,Kitsap,Not Seattle
3531,19,Kitsap,Not Seattle
3532,19,Kitsap,Not Seattle
3533,19,Kitsap,Not Seattle
3534,19,Kitsap,Not Seattle
3535,19,Kitsap,Not Seattle
3536,19,Kitsap,Not Seattle
3537,19,Kitsap,Not Seattle
3538,19,Kitsap,Not Seattle
3539,19,Kitsap,Not Seattle
3540,19,Kitsap,Not Seattle
3541,19,Kitsap,Not Seattle
3542,19,Kitsap,Not Seattle
3543,19,Kitsap,Not Seattle
3544,19,Kitsap,Not Seattle
3545,19,Kitsap,Not Seattle
3546,19,Kitsap,Not Seattle
3547,19,Kitsap,Not Seattle
3548,19,Kitsap,Not Seattle
3549,19,Kitsap,Not Seattle
3550,19,Kitsap,Not Seattle
3551,19,Kitsap,Not Seattle
3552,19,Kitsap,Not Seattle
3553,19,Kitsap,Not Seattle
3554,19,Kitsap,Not Seattle
3555,19,Kitsap,Not Seattle
3556,19,Kitsap,Not Seattle
3557,19,Kitsap,Not Seattle
3558,19,Kitsap,Not Seattle
3559,19,Kitsap,Not Seattle
3560,19,Kitsap,Not Seattle
3561,19,Kitsap,Not Seattle
3562,19,Kitsap,Not Seattle
3563,19,Kitsap,Not Seattle
3564,19,Kitsap,Not Seattle
3565,19,Kitsap,Not Seattle
3566,19,Kitsap,Not Seattle
3567,19,Kitsap,Not Seattle
3568,19,Kitsap,Not Seattle
3569,19,Kitsap,Not Seattle
3570,19,Kitsap,Not Seattle
3571,19,Kitsap,Not Seattle
3572,19,Kitsap,Not Seattle
3573,19,Kitsap,Not Seattle
3574,19,Kitsap,Not Seattle
3575,19,Kitsap,Not Seattle
3576,19,Kitsap,Not Seattle
3577,19,Kitsap,Not Seattle
3578,19,Kitsap,Not Seattle
3579,19,Kitsap,Not Seattle
3580,19,Kitsap,Not Seattle
3581,19,Kitsap,Not Seattle
3582,19,Kitsap,Not Seattle
3583,19,Kitsap,Not Seattle
3584,19,Kitsap,Not Seattle
3585,19,Kitsap,Not Seattle
3586,19,Kitsap,Not Seattle
3587,19,Kitsap,Not Seattle
3588,19,Kitsap,Not Seattle
3589,19,Kitsap,Not Seattle
3590,19,Kitsap,Not Seattle
3591,19,Kitsap,Not Seattle
3592,19,Kitsap,Not Seattle
3593,19,Kitsap,Not Seattle
3594,19,Kitsap,Not Seattle
3595,19,Kitsap,Not Seattle
3596,19,Kitsap,Not Seattle
3597,19,Kitsap,Not Seattle
3598,19,Kitsap,Not Seattle
3599,19,Kitsap,Not Seattle
3600,19,Kitsap,Not Seattle
3601,19,Kitsap,Not Seattle
3602,19,Kitsap,Not Seattle
3603,19,Kitsap,Not Seattle
3604,19,Kitsap,Not Seattle
3605,19,Kitsap,Not Seattle
3606,19,Kitsap,Not Seattle
3607,19,Kitsap,Not Seattle
3608,19,Kitsap,Not Seattle
3609,19,Kitsap,Not Seattle
3610,19,Kitsap,Not Seattle
3611,19,Kitsap,Not Seattle
3612,19,Kitsap,Not Seattle
3613,19,Kitsap,Not Seattle
3614,19,Kitsap,Not Seattle
3615,19,Kitsap,Not Seattle
3616,19,Kitsap,Not Seattle
3617,19,Kitsap,Not Seattle
3618,19,Kitsap,Not Seattle
3619,19,Kitsap,Not Seattle
3620,19,Kitsap,Not Seattle
3621,19,Kitsap,Not Seattle
3622,19,Kitsap,Not Seattle
3623,19,Kitsap,Not Seattle
3624,19,Kitsap,Not Seattle
3625,19,Kitsap,Not Seattle
3626,19,Kitsap,Not Seattle
3627,19,Kitsap,Not Seattle
3628,19,Kitsap,Not Seattle
3629,19,Kitsap,Not Seattle
3630,19,Kitsap,Not Seattle
3631,19,Kitsap,Not Seattle
3632,19,Kitsap,Not Seattle
3633,19,Kitsap,Not Seattle
3634,19,Kitsap,Not Seattle
3635,19,Kitsap,Not Seattle
3636,19,Kitsap,Not Seattle
3637,19,Kitsap,Not Seattle
3638,19,Kitsap,Not Seattle
3639,19,Kitsap,Not Seattle
3640,19,Kitsap,Not Seattle
3641,19,Kitsap,Not Seattle
3642,19,Kitsap,Not Seattle
3643,19,Kitsap,Not Seattle
3644,19,Kitsap,Not Seattle
3645,19,Kitsap,Not Seattle
3646,19,Kitsap,Not Seattle
3647,19,Kitsap,Not Seattle
3648,19,Kitsap,Not Seattle
3649,19,Kitsap,Not Seattle
3650,19,Kitsap,Not Seattle
3651,19,Kitsap,Not Seattle
3652,19,Kitsap,Not Seattle
3653,19,Kitsap,Not Seattle
3654,19,Kitsap,Not Seattle
3655,19,Kitsap,Not Seattle
3656,19,Kitsap,Not Seattle
3657,19,Kitsap,Not Seattle
3658,19,Kitsap,Not Seattle
3659,19,Kitsap,Not Seattle
3660,19,Kitsap,Not Seattle
3661,19,Kitsap,Not Seattle
3662,19,Kitsap,Not Seattle
3663,19,Kitsap,Not Seattle
3664,19,Kitsap,Not Seattle
3665,19,Kitsap,Not Seattle
3666,19,Kitsap,Not Seattle
3667,19,Kitsap,Not Seattle
3668,19,Kitsap,Not Seattle
3669,19,Kitsap,Not Seattle
3670,19,Kitsap,Not Seattle
3671,19,Kitsap,Not Seattle
3672,19,Kitsap,Not Seattle
3673,19,Kitsap,Not Seattle
3674,19,Kitsap,Not Seattle
3675,19,Kitsap,Not Seattle
3676,19,Kitsap,Not Seattle
3677,19,Kitsap,Not Seattle
3678,19,Kitsap,Not Seattle
3679,19,Kitsap,Not Seattle
3680,19,Kitsap,Not Seattle
3681,19,Kitsap,Not Seattle
3682,19,Kitsap,Not Seattle
3683,19,Kitsap,Not Seattle
3684,19,Kitsap,Not Seattle
3685,19,Kitsap,Not Seattle
3686,19,Kitsap,Not Seattle
3687,19,Kitsap,Not Seattle
3688,19,Kitsap,Not Seattle
3689,19,Kitsap,Not Seattle
3690,19,Kitsap,Not Seattle
3691,19,Kitsap,Not Seattle
3692,19,Kitsap,Not Seattle
3693,19,Kitsap,Not Seattle
3694,19,Kitsap,Not Seattle
3695,19,Kitsap,Not Seattle
3696,19,Kitsap,Not Seattle
3697,19,Kitsap,Not Seattle
3698,19,Kitsap,Not Seattle
3699,19,Kitsap,Not Seattle
3700,19,Kitsap,Not Seattle
3733,20,External,Not Seattle
3734,20,External,Not Seattle
3735,20,External,Not Seattle
3736,20,External,Not Seattle
3737,20,External,Not Seattle
3738,20,External,Not Seattle
3739,20,External,Not Seattle
3740,20,External,Not Seattle
3741,20,External,Not Seattle
3742,20,External,Not Seattle
3743,20,External,Not Seattle
3744,20,External,Not Seattle
3745,20,External,Not Seattle
3746,20,External,Not Seattle
3747,20,External,Not Seattle
3748,20,External,Not Seattle
3749,20,External,Not Seattle
3750,20,External,Not Seattle
